Identification,Latitude,Longitude,Time of Observation,Ice Accretion On Ship,Thickness of Ice Accretion On Ship,Rate of Ice Accretion on Ship,Sea Level Pressure,Characteristics of Pressure Tendency,Pressure Tendency,Air Temperature,Wet Bulb Temperature,Dew Point Temperature,Sea Surface Temperature,Wave Direction,Wave Period,Wave Height,Swell Direction,Swell Period,Swell Height,Total Cloud Amount,Low Cloud Amount,Low Cloud Type,Cloud Height Indicator,Cloud Height,Middle Cloud Type,High Cloud Type,Visibility,Visibility Indicator,Present Weather,Past Weather,Wind Direction,Wind Speed
44255, 47.3, 303.0,2011-01-12T03:00:00, , , ,29.90,2,0.01,38.1, , ,38.5, ,12, 3,33, , , , , , ,A, , , , , , ,320, 90
44255, 47.3, 303.0,2011-01-12T04:00:00, , , ,29.91,2,0.00,37.9, , ,38.5, ,11, 3,33, , , , , , ,A, , , , , , ,320, 80
44255, 47.3, 303.0,2011-01-12T05:00:00, , , ,29.91,2,0.01,38.1, , ,38.5, ,12, 2,33, , , , , , ,A, , , , , , ,320, 80
44255, 47.3, 303.0,2011-01-12T06:00:00, , , ,29.93,2,0.03,37.8, , ,38.5, ,12, 2,33, , , , , , ,A, , , , , , ,340, 70
44255, 47.3, 303.0,2011-01-12T07:00:00, , , ,29.94,2,0.04,37.4, , ,38.5, ,11, 2,33, , , , , , ,A, , , , , , ,330, 80
44255, 47.3, 303.0,2011-01-12T08:00:00, , , ,29.95,2,0.04,36.9, , ,38.5, ,12, 2,33, , , , , , ,A, , , , , , ,340, 70
44255, 47.3, 303.0,2011-01-12T09:00:00, , , ,29.95,2,0.02,36.7, , ,38.5, ,11, 2,33, , , , , , ,A, , , , , , ,330, 60
44255, 47.3, 303.0,2011-01-12T10:00:00, , , ,29.96,2,0.02,36.3, , ,38.5, ,11, 2,33, , , , , , ,A, , , , , , ,340, 60
44255, 47.3, 303.0,2011-01-12T11:00:00, , , ,29.97,2,0.03,36.1, , ,38.5, ,10, 2,33, , , , , , ,A, , , , , , ,340, 80
44255, 47.3, 303.0,2011-01-12T12:00:00, , , ,29.98,2,0.03,35.8, , ,38.5, ,11, 2,33, , , , , , ,A, , , , , , ,360, 50
44255, 47.3, 303.0,2011-01-12T13:00:00, , , ,29.99,2,0.03,36.5, , ,38.5, ,11, 2,33, , , , , , ,A, , , , , , ,330, 40
44255, 47.3, 303.0,2011-01-12T14:00:00, , , ,29.97,7,0.00,36.7, , ,38.5, ,11, 2,33, , , , , , ,A, , , , , , ,350, 50
44255, 47.3, 303.0,2011-01-12T15:00:00, , , ,29.99,2,0.01,36.5, , ,38.7, ,10, 2,33, , , , , , ,A, , , , , , ,320, 40
44255, 47.3, 303.0,2011-01-12T16:00:00, , , ,29.96,7,0.04,36.0, , ,38.7, ,11, 2,33, , , , , , ,A, , , , , , , 10, 50
44255, 47.3, 303.0,2011-01-12T17:00:00, , , ,29.95,7,0.02,35.4, , ,38.8, ,11, 2,33, , , , , , ,A, , , , , , ,350, 40
44255, 47.3, 303.0,2011-01-12T18:00:00, , , ,29.91,7,0.08,34.9, , ,38.8, ,10, 2,33, , , , , , ,A, , , , , , , 20, 40
44255, 47.3, 303.0,2011-01-12T19:00:00, , , ,29.91,7,0.05,34.9, , ,38.7, ,10, 2,33, , , , , , ,A, , , , , , , 40, 50
44255, 47.3, 303.0,2011-01-12T20:00:00, , , ,29.88,7,0.06,34.9, , ,38.7, ,10, 2,33, , , , , , ,A, , , , , , , 80, 60
44255, 47.3, 303.0,2011-01-12T21:00:00, , , ,29.87,7,0.05,35.2, , ,38.7, ,10, 2,33, , , , , , ,A, , , , , , , 90, 80
44255, 47.3, 303.0,2011-01-12T22:00:00, , , ,29.88,7,0.03,35.4, , ,38.5, ,10, 2,33, , , , , , ,A, , , , , , ,110, 80
44255, 47.3, 303.0,2011-01-12T23:00:00, , , ,29.84,7,0.04,35.6, , ,38.5, ,11, 2,33, , , , , , ,A, , , , , , ,100, 90
44255, 47.3, 303.0,2011-01-13T00:00:00, , , ,29.80,7,0.07,35.4, , ,38.3, , 4, 2,33, , , , , , ,A, , , , , , ,100,120
44255, 47.3, 303.0,2011-01-13T01:00:00, , , ,29.77,7,0.11,36.0, , ,38.1, , 4, 3,33, , , , , , ,A, , , , , , ,110,130
44255, 47.3, 303.0,2011-01-13T02:00:00, , , ,29.70,7,0.14,35.8, , ,38.1, , 5, 3,33, , , , , , ,A, , , , , , ,100,140
44255, 47.3, 303.0,2011-01-13T03:00:00, , , ,29.67,7,0.12,35.6, , ,38.1, , 5, 4,33, , , , , , ,A, , , , , , ,110,150
44255, 47.3, 303.0,2011-01-13T04:00:00, , , ,29.63,7,0.14,35.8, , ,38.1, , 5, 4,33, , , , , , ,A, , , , , , ,110,140
44255, 47.3, 303.0,2011-01-13T05:00:00, , , ,29.64,7,0.06,35.8, , ,38.1, , 6, 5,33, , , , , , ,A, , , , , , ,120,140
44255, 47.3, 303.0,2011-01-13T06:00:00, , , ,29.59,7,0.08,33.3, , ,38.1, , 6, 5,33, , , , , , ,A, , , , , , ,110,150
44255, 47.3, 303.0,2011-01-13T07:00:00, , , ,29.57,7,0.05,34.0, , ,38.3, , 7, 6,33, , , , , , ,A, , , , , , ,110,160
44255, 47.3, 303.0,2011-01-13T08:00:00, , , ,29.51,7,0.13,33.8, , ,38.1, , 7, 6,33, , , , , , ,A, , , , , , ,100,160
44255, 47.3, 303.0,2011-01-13T09:00:00, , , ,29.47,7,0.12,35.1, , ,38.1, , 7, 6,33, , , , , , ,A, , , , , , ,100,150
44255, 47.3, 303.0,2011-01-13T10:00:00, , , ,29.45,7,0.12,35.2, , ,38.1, , 7, 6,33, , , , , , ,A, , , , , , ,100,150
44255, 47.3, 303.0,2011-01-13T11:00:00, , , ,29.41,7,0.10,34.5, , ,38.1, , 8, 7,33, , , , , , ,A, , , , , , , 90,160
44255, 47.3, 303.0,2011-01-13T12:00:00, , , ,29.39,7,0.08,34.5, , ,38.1, , 8, 7,33, , , , , , ,A, , , , , , , 90,160
44255, 47.3, 303.0,2011-01-13T13:00:00, , , ,29.36,7,0.10,34.7, , ,38.1, , 8, 7,33, , , , , , ,A, , , , , , , 90,160
44255, 47.3, 303.0,2011-01-13T14:00:00, , , ,29.35,7,0.07,36.0, , ,38.1, , 8, 8,33, , , , , , ,A, , , , , , , 90,150
44255, 47.3, 303.0,2011-01-13T15:00:00, , , ,29.31,7,0.08,36.0, , ,38.1, , 8, 8,33, , , , , , ,A, , , , , , , 90,150
44255, 47.3, 303.0,2011-01-13T16:00:00, , , ,29.28,7,0.08,36.3, , ,38.1, , 8, 7,33, , , , , , ,A, , , , , , , 90,150
44255, 47.3, 303.0,2011-01-13T17:00:00, , , ,29.26,7,0.08,35.6, , ,38.1, ,10, 7,33, , , , , , ,A, , , , , , , 80,130
44255, 47.3, 303.0,2011-01-13T18:00:00, , , ,29.26,7,0.05,36.0, , ,38.1, , 9, 7,33, , , , , , ,A, , , , , , , 80,120
44255, 47.3, 303.0,2011-01-13T19:00:00, , , ,29.28,4,0.00,35.8, , ,38.1, , 9, 7,33, , , , , , ,A, , , , , , , 70,110
44255, 47.3, 303.0,2011-01-13T20:00:00, , , ,29.29,2,0.03,36.0, , ,38.1, , 8, 6,33, , , , , , ,A, , , , , , , 60,110
44255, 47.3, 303.0,2011-01-13T21:00:00, , , ,29.31,2,0.05,36.1, , ,37.9, , 9, 6,33, , , , , , ,A, , , , , , , 50,120
44255, 47.3, 303.0,2011-01-13T22:00:00, , , ,29.33,2,0.05,37.9, , ,37.9, , 9, 6,33, , , , , , ,A, , , , , , , 40,100
44255, 47.3, 303.0,2011-01-13T23:00:00, , , ,29.35,2,0.06,38.3, , ,37.9, , 9, 6,33, , , , , , ,A, , , , , , , 30, 80
44255, 47.3, 303.0,2011-01-14T00:00:00, , , ,29.37,2,0.06,37.9, , ,37.9, ,10, 5,33, , , , , , ,A, , , , , , , 10,100
44255, 47.3, 303.0,2011-01-14T01:00:00, , , ,29.39,2,0.06,37.9, , ,37.9, , 9, 5,33, , , , , , ,A, , , , , , , 10,100
44255, 47.3, 303.0,2011-01-14T02:00:00, , , ,29.41,2,0.06,37.8, , ,37.9, , 9, 5,33, , , , , , ,A, , , , , , , 10,110
44255, 47.3, 303.0,2011-01-14T03:00:00, , , ,29.44,2,0.07,37.8, , ,37.9, , 9, 5,33, , , , , , ,A, , , , , , , 20,110
44255, 47.3, 303.0,2011-01-14T04:00:00, , , ,29.46,2,0.07,37.8, , ,37.9, ,10, 6,33, , , , , , ,A, , , , , , , 20,110
44255, 47.3, 302.7,2011-01-14T05:00:00, , , ,29.50,2,0.09,37.9, , ,38.1, ,13, 6, , , , , , , , , , , , , , , 20,110
44255, 47.3, 302.7,2011-01-14T07:00:00, , , ,29.57,2,0.11,37.8, , ,38.3, ,12, 6, , , , , , , , , , , , , , , 20,110
44255, 47.3, 302.7,2011-01-14T09:00:00, , , ,29.65,2,0.11,37.4, , ,38.3, ,13, 5, , , , , , , , , , , , , , , 30,100
44255, 47.3, 302.7,2011-01-14T11:00:00, , , ,29.76,2,0.15,36.5, , ,38.3, ,12, 4, , , , , , , , , , , , , , , 20,100
44255, 47.3, 302.7,2011-01-14T13:00:00, , , ,29.83,2,0.13,36.1, , ,38.1, ,14, 4, , , , , , , , , , , , , , , 20, 90
44255, 47.3, 302.7,2011-01-14T14:00:00, , , ,29.86,2,0.10,35.6, , ,38.1, ,11, 4, , , , , , , , , , , , , , , 20, 70
44255, 47.3, 302.7,2011-01-14T15:00:00, , , ,29.86,2,0.07,35.4, , ,38.1, ,12, 3, , , , , , , , , , , , , , , 20, 70
44255, 47.3, 302.7,2011-01-14T16:00:00, , , ,29.86,2,0.03,35.4, , ,38.3, ,14, 3, , , , , , , , , , , , , , , 30, 60
44255, 47.3, 302.7,2011-01-14T17:00:00, , , ,29.88,2,0.01,35.6, , ,38.3, ,14, 3, , , , , , , , , , , , , , , , 
44255, 47.3, 302.7,2011-01-14T18:00:00, , , ,29.89,2,0.03,35.2, , ,38.3, ,13, 3, , , , , , , , , , , , , , ,360, 60
44255, 47.3, 302.7,2011-01-14T19:00:00, , , ,29.91,2,0.04,35.4, , ,38.3, ,12, 3, , , , , , , , , , , , , , ,350, 60
44255, 47.3, 302.7,2011-01-14T20:00:00, , , ,29.93,2,0.05,35.1, , ,38.3, ,13, 3, , , , , , , , , , , , , , ,350, 50
44255, 47.3, 302.7,2011-01-14T21:00:00, , , ,29.95,2,0.06,35.1, , ,38.1, ,13, 3, , , , , , , , , , , , , , , , 
44255, 47.3, 302.7,2011-01-14T22:00:00, , , ,29.95,2,0.05,34.9, , ,38.1, ,11, 3, , , , , , , , , , , , , , , 20, 50
44255, 47.3, 302.7,2011-01-14T23:00:00, , , ,29.97,2,0.04,34.7, , ,38.1, ,12, 3, , , , , , , , , , , , , , , 20, 40
44255, 47.3, 302.7,2011-01-15T00:00:00, , , ,29.97,2,0.02,34.7, , ,38.1, ,12, 3, , , , , , , , , , , , , , , 30, 40
44255, 47.3, 302.7,2011-01-15T01:00:00, , , ,29.98,2,0.02,34.5, , ,38.1, ,14, 3, , , , , , , , , , , , , , , 30, 30
44255, 47.3, 302.7,2011-01-15T02:00:00, , , ,29.98,2,0.01,34.5, , ,38.1, ,11, 3, , , , , , , , , , , , , , , 50, 20
44255, 47.3, 302.7,2011-01-15T03:00:00, , , ,29.97,4,0.00,34.3, , ,38.1, ,12, 3, , , , , , , , , , , , , , ,140, 10
44255, 47.3, 302.7,2011-01-15T04:00:00, , , ,29.96,7,0.01,34.7, , ,38.1, ,11, 3, , , , , , , , , , , , , , ,210, 10
44255, 47.3, 302.7,2011-01-15T05:00:00, , , ,29.96,7,0.01,34.7, , ,38.1, ,12, 3, , , , , , , , , , , , , , ,240, 20
44255, 47.3, 302.7,2011-01-15T06:00:00, , , ,29.97,7,0.00,34.5, , ,37.9, ,12, 3, , , , , , , , , , , , , , ,250, 20
44255, 47.3, 302.7,2011-01-15T07:00:00, , , ,29.96,4,0.00,34.5, , ,37.4, ,12, 3, , , , , , , , , , , , , , ,250, 20
44255, 47.3, 302.7,2011-01-15T08:00:00, , , ,29.96,7,0.01,34.7, , ,37.4, ,10, 2, , , , , , , , , , , , , , ,230, 20
44255, 47.3, 302.7,2011-01-15T09:00:00, , , ,29.95,7,0.02,34.5, , ,37.6, ,11, 2, , , , , , , , , , , , , , ,240, 20
44255, 47.3, 302.7,2011-01-15T10:00:00, , , ,29.95,7,0.01,34.5, , ,37.6, ,12, 2, , , , , , , , , , , , , , ,260, 40
44255, 47.3, 302.7,2011-01-15T11:00:00, , , ,29.95,7,0.01,33.6, , ,37.8, ,10, 2, , , , , , , , , , , , , , ,300, 60
44255, 47.3, 302.7,2011-01-15T12:00:00, , , ,29.96,2,0.01,33.6, , ,37.8, ,12, 2, , , , , , , , , , , , , , ,330, 40
44255, 47.3, 302.7,2011-01-15T13:00:00, , , ,29.97,2,0.02,32.7, , ,37.8, ,12, 2, , , , , , , , , , , , , , ,320, 40
44255, 47.3, 303.0,2011-01-15T15:00:00, , , ,29.96,2,0.00,32.4, , ,37.8, ,11, 2,33, , , , , , ,A, , , , , , , 20, 40
44255, 47.3, 303.0,2011-01-15T16:00:00, , , ,29.94,7,0.03,32.4, , ,38.1, ,14, 2,33, , , , , , ,A, , , , , , , 30, 30
44255, 47.3, 303.0,2011-01-15T17:00:00, , , ,29.91,7,0.06,32.2, , ,38.3, ,12, 2,33, , , , , , ,A, , , , , , , 30, 30
44255, 47.3, 303.0,2011-01-15T18:00:00, , , ,29.91,7,0.05,32.7, , ,38.1, ,14, 2,33, , , , , , ,A, , , , , , , 50, 20
44255, 47.3, 303.0,2011-01-15T19:00:00, , , ,29.90,7,0.04,32.2, , ,37.9, ,14, 2,33, , , , , , ,A, , , , , , ,190, 40
44255, 47.3, 303.0,2011-01-15T20:00:00, , , ,29.91,7,0.00,30.6, , ,37.0, ,23, 0,33, , , , , , ,A, , , , , , ,280, 20
44255, 47.3, 303.0,2011-01-15T21:00:00, , , ,29.91,2,0.01,30.6, , ,36.9, , 2, 0,33, , , , , , ,A, , , , , , ,270, 40
44255, 47.3, 303.0,2011-01-15T22:00:00, , , ,29.92,2,0.02,29.7, , ,37.0, , 4, 0,33, , , , , , ,A, , , , , , ,300, 30
44255, 47.3, 303.0,2011-01-15T23:00:00, , , ,29.92,2,0.01,28.6, , ,36.9, , 4, 0,33, , , , , , ,A, , , , , , ,300, 20
44255, 47.3, 303.0,2011-01-16T00:00:00, , , ,29.92,2,0.01,27.7, , ,36.9, , 4, 0,33, , , , , , ,A, , , , , , ,300, 20
44255, 47.3, 303.0,2011-01-16T01:00:00, , , ,29.93,2,0.01,27.1, , ,36.9, , 2, 0,33, , , , , , ,A, , , , , , ,310, 20
44255, 47.3, 303.0,2011-01-16T02:00:00, , , ,29.93,2,0.01,26.1, , ,36.7, , 4, 0,33, , , , , , ,A, , , , , , ,320, 20
44255, 47.3, 303.0,2011-01-16T03:00:00, , , ,29.93,2,0.01,25.2, , ,36.9, , 4, 0,33, , , , , , ,A, , , , , , ,320, 20
44255, 47.3, 303.0,2011-01-16T04:00:00, , , ,29.92,7,0.00,24.6, , ,36.7, , 4, 0,33, , , , , , ,A, , , , , , ,320, 10
44255, 47.3, 303.0,2011-01-16T05:00:00, , , ,29.91,7,0.01,23.9, , ,36.5, , 4, 0,33, , , , , , ,A, , , , , , ,320,  0
44255, 47.3, 303.0,2011-01-16T06:00:00, , , ,29.91,7,0.02,24.3, , ,36.5, , 4, 0,33, , , , , , ,A, , , , , , ,310, 10
44255, 47.3, 303.0,2011-01-16T07:00:00, , , ,29.89,7,0.03,25.2, , ,36.3, , 5, 0,33, , , , , , ,A, , , , , , , 40,  0
44255, 47.3, 303.0,2011-01-16T08:00:00, , , ,29.89,7,0.02,25.7, , ,36.1, , 5, 0,33, , , , , , ,A, , , , , , ,270,  0
44255, 47.3, 303.0,2011-01-16T09:00:00, , , ,29.87,7,0.04,27.0, , ,36.1, , 5, 0,33, , , , , , ,A, , , , , , ,220,  0
44255, 47.3, 302.7,2011-01-16T10:00:00, , , ,29.85,7,0.04,29.3, , ,36.0, , 5, 0, , , , , , , , , , , , , , ,240, 30
44255, 47.3, 302.7,2011-01-16T12:00:00, , , ,29.83,7,0.04,28.9, , ,36.5, , 4, 0, , , , , , , , , , , , , , ,210, 40
44255, 47.3, 302.7,2011-01-16T14:00:00, , , ,29.79,7,0.04,32.0, , ,36.9, , 3, 0, , , , , , , , , , , , , , ,180, 50
44255, 47.3, 302.7,2011-01-16T16:00:00, , , ,29.70,7,0.11,33.1, , ,37.0, , 2, 0, , , , , , , , , , , , , , ,190, 60
44255, 47.3, 302.7,2011-01-16T18:00:00, , , ,29.59,7,0.16,34.7, , ,37.2, , 3, 0, , , , , , , , , , , , , , ,180, 70
44255, 47.3, 302.7,2011-01-16T20:00:00, , , ,29.49,7,0.15,34.7, , ,37.4, , 4, 0, , , , , , , , , , , , , , ,180, 70
44255, 47.3, 302.7,2011-01-16T22:00:00, , , ,29.46,7,0.09,34.0, , ,37.6, , 4, 0, , , , , , , , , , , , , , ,280, 80
44255, 47.3, 302.7,2011-01-17T00:00:00, , , ,29.48,2,0.04,31.5, , ,37.4, , 4, 0, , , , , , , , , , , , , , ,270, 90
44255, 47.3, 302.7,2011-01-17T02:00:00, , , ,29.52,2,0.04,29.1, , ,37.4, , 2, 0, , , , , , , , , , , , , , ,280, 80
44255, 47.3, 302.7,2011-01-17T04:00:00, , , ,29.55,2,0.04,27.1, , ,37.4, , 4, 0, , , , , , , , , , , , , , ,290, 60
44255, 47.3, 302.7,2011-01-17T06:00:00, , , ,29.60,2,0.07,25.9, , ,37.2, , 4, 0, , , , , , , , , , , , , , ,290, 80
44255, 47.3, 302.7,2011-01-17T08:00:00, , , ,29.62,2,0.05,26.6, , ,37.2, , 4, 0, , , , , , , , , , , , , , ,280, 90
44255, 47.3, 302.7,2011-01-17T10:00:00, , , ,29.65,2,0.03,25.9, , ,37.0, , 4, 0, , , , , , , , , , , , , , ,280, 80
44255, 47.3, 302.7,2011-01-17T12:00:00, , , ,29.71,2,0.09,25.7, , ,37.0, , 5, 0, , , , , , , , , , , , , , ,290, 80
44255, 47.3, 303.0,2011-01-23T20:00:00, , , ,29.60, , ,30.4, , ,37.2, , 8, 5,33, , , , , , ,A, , , , , , ,110,100
44255, 47.3, 303.0,2011-01-23T21:00:00, , , ,29.54, , ,31.3, , ,36.7, , 8, 5,33, , , , , , ,A, , , , , , ,100,120
44255, 47.3, 303.0,2011-01-23T22:00:00, , , ,29.48, , ,31.1, , ,36.7, ,10, 4,33, , , , , , ,A, , , , , , , 70,120
44255, 47.3, 303.0,2011-01-23T23:00:00, , , ,29.40,7,0.20,30.9, , ,36.7, ,11, 5,33, , , , , , ,A, , , , , , , 70,120
44255, 47.3, 303.0,2011-01-24T00:00:00, , , ,29.28,7,0.25,31.1, , ,36.7, , 5, 5,33, , , , , , ,A, , , , , , , 60,130
44255, 47.3, 303.0,2011-01-24T01:00:00, , , ,29.21,7,0.27,30.6, , ,36.7, , 6, 5,33, , , , , , ,A, , , , , , , 30,110
44255, 47.3, 303.0,2011-01-24T02:00:00, , , ,29.14,7,0.26,29.3, , ,36.7, , 6, 5,33, , , , , , ,A, , , , , , , 30,140
44255, 47.3, 303.0,2011-01-24T03:00:00, , , ,29.06,7,0.22,28.9, , ,36.5, , 7, 5,33, , , , , , ,A, , , , , , , 30,150
44255, 47.3, 303.0,2011-01-24T04:00:00, , , ,29.04,7,0.18,28.9, , ,36.5, , 5, 5,33, , , , , , ,A, , , , , , , 10,140
44255, 47.3, 303.0,2011-01-24T05:00:00, , , ,29.02,7,0.12,29.1, , ,36.5, , 5, 4,33, , , , , , ,A, , , , , , ,350,140
44255, 47.3, 303.0,2011-01-24T06:00:00, , , ,29.01,7,0.05,28.2, , ,36.5, , 5, 4,33, , , , , , ,A, , , , , , ,320,150
44255, 47.3, 303.0,2011-01-24T07:00:00, , , ,29.05,2,0.01,27.7, , ,36.7, , 5, 4,33, , , , , , ,A, , , , , , ,320,150
44255, 47.3, 303.0,2011-01-24T08:00:00, , , ,29.08,2,0.06,29.5, , ,36.7, , 7, 5,33, , , , , , ,A, , , , , , ,310,150
44255, 47.3, 303.0,2011-01-24T09:00:00, , , ,29.11,2,0.10,30.6, , ,36.7, , 6, 5,33, , , , , , ,A, , , , , , ,310,140
44255, 47.3, 303.0,2011-01-24T10:00:00, , , ,29.15,2,0.10,29.5, , ,36.3, , 7, 5,33, , , , , , ,A, , , , , , ,310,170
44255, 47.3, 303.0,2011-01-24T11:00:00, , , ,29.22,2,0.14,26.6, , ,36.3, , 7, 6,33, , , , , , ,A, , , , , , ,300,190
44255, 47.3, 303.0,2011-01-24T12:00:00, , , ,29.28,2,0.17,25.5, , ,36.3, , 8, 8,33, , , , , , ,A, , , , , , ,300,190
44255, 47.3, 303.0,2011-01-24T13:00:00, , , ,29.34,2,0.19,24.8, , ,36.3, , 8, 8,33, , , , , , ,A, , , , , , ,300,170
44255, 47.3, 303.0,2011-01-24T14:00:00, , , ,29.38,2,0.17,23.5, , ,36.3, , 9, 8,33, , , , , , ,A, , , , , , ,290,180
44255, 47.3, 303.0,2011-01-24T15:00:00, , , ,29.40,2,0.12,24.3, , ,36.3, ,10, 9,33, , , , , , ,A, , , , , , ,280,180
44255, 47.3, 303.0,2011-01-24T16:00:00, , , ,29.43,2,0.09,22.8, , ,36.3, , 9, 9,33, , , , , , ,A, , , , , , ,280,170
44255, 47.3, 303.0,2011-01-24T17:00:00, , , ,29.45,2,0.06,21.6, , ,36.3, ,10, 9,33, , , , , , ,A, , , , , , ,270,160
44255, 47.3, 303.0,2011-01-24T18:00:00, , , ,29.47,2,0.06,21.9, , ,36.1, , 9, 8,33, , , , , , ,A, , , , , , ,260,150
44255, 47.3, 303.0,2011-01-24T19:00:00, , , ,29.49,2,0.06,20.5, , ,36.1, ,10, 9,33, , , , , , ,A, , , , , , ,260,160
44255, 47.3, 303.0,2011-01-24T20:00:00, , , ,29.53,2,0.08,19.4, , ,36.1, ,10,10,33, , , , , , ,A, , , , , , ,270,170
44255, 47.3, 303.0,2011-01-24T21:00:00, , , ,29.56,2,0.09,19.0, , ,36.1, ,10, 9,33, , , , , , ,A, , , , , , ,270,160
44255, 47.3, 303.0,2011-01-24T22:00:00, , , ,29.58,2,0.09,19.0, , ,36.1, ,10,10,33, , , , , , ,A, , , , , , ,260,150
44255, 47.3, 303.0,2011-01-24T23:00:00, , , ,29.61,2,0.09,18.5, , ,36.1, ,10,10,33, , , , , , ,A, , , , , , ,270,170
44255, 47.3, 303.0,2011-01-25T00:00:00, , , ,29.63,2,0.07,19.0, , ,36.1, ,10,10,33, , , , , , ,A, , , , , , ,260,150
44255, 47.3, 303.0,2011-01-25T01:00:00, , , ,29.64,2,0.06,17.8, , ,36.1, , 9,10,33, , , , , , ,A, , , , , , ,280,140
44255, 47.3, 303.0,2011-01-25T02:00:00, , , ,29.64,2,0.03,20.8, , ,36.1, ,10,10,33, , , , , , ,A, , , , , , ,270,140
44255, 47.3, 303.0,2011-01-25T03:00:00, , , ,29.65,2,0.02,21.6, , ,36.1, , 9, 9,33, , , , , , ,A, , , , , , ,270,140
44255, 47.3, 303.0,2011-01-25T04:00:00, , , ,29.64,7,0.00,24.1, , ,36.1, ,10,10,33, , , , , , ,A, , , , , , ,260,160
44255, 47.3, 303.0,2011-01-25T05:00:00, , , ,29.64,7,0.01,24.6, , ,36.3, ,10,10,33, , , , , , ,A, , , , , , ,280,170
44255, 47.3, 303.0,2011-01-25T06:00:00, , , ,29.67,2,0.03,25.0, , ,36.3, ,10,11,33, , , , , , ,A, , , , , , ,290,140
44255, 47.3, 303.0,2011-01-25T07:00:00, , , ,29.72,2,0.08,25.9, , ,36.3, ,10,12,33, , , , , , ,A, , , , , , ,290,150
44255, 47.3, 303.0,2011-01-25T08:00:00, , , ,29.74,2,0.10,26.2, , ,36.3, ,10,11,33, , , , , , ,A, , , , , , ,290,150
44255, 47.3, 303.0,2011-01-25T09:00:00, , , ,29.76,2,0.09,27.5, , ,36.3, ,10,11,33, , , , , , ,A, , , , , , ,290,140
44255, 47.3, 303.0,2011-01-25T10:00:00, , , ,29.80,2,0.09,27.1, , ,36.3, ,10,11,33, , , , , , ,A, , , , , , ,290,160
44255, 47.3, 303.0,2011-01-25T11:00:00, , , ,29.84,2,0.10,26.1, , ,36.3, ,10,11,33, , , , , , ,A, , , , , , ,280,140
44255, 47.3, 303.0,2011-01-25T12:00:00, , , ,29.89,2,0.12,25.7, , ,36.3, ,10,11,33, , , , , , ,A, , , , , , ,290,150
44255, 47.3, 303.0,2011-01-25T13:00:00, , , ,29.91,2,0.11,25.2, , ,36.3, , 9,10,33, , , , , , ,A, , , , , , ,280,150
44255, 47.3, 303.0,2011-01-25T14:00:00, , , ,29.94,2,0.10,25.3, , ,36.3, ,10,10,33, , , , , , ,A, , , , , , ,310,130
44255, 47.3, 303.0,2011-01-25T15:00:00, , , ,29.97,2,0.09,24.8, , ,36.3, ,11, 9,33, , , , , , ,A, , , , , , ,300,140
44255, 47.3, 303.0,2011-01-25T16:00:00, , , ,29.97,2,0.06,25.2, , ,36.3, ,10, 9,33, , , , , , ,A, , , , , , ,300,120
44255, 47.3, 303.0,2011-01-25T17:00:00, , , ,29.97,2,0.03,25.5, , ,36.3, ,10, 8,33, , , , , , ,A, , , , , , ,300,110
44255, 47.3, 303.0,2011-01-25T18:00:00, , , ,29.99,2,0.01,25.3, , ,36.3, ,10, 7,33, , , , , , ,A, , , , , , ,290,120
44255, 47.3, 303.0,2011-01-25T19:00:00, , , ,30.01,2,0.04,25.3, , ,36.1, ,10, 7,33, , , , , , ,A, , , , , , ,280,110
44255, 47.3, 303.0,2011-01-25T20:00:00, , , ,30.02,2,0.05,25.5, , ,36.1, , 8, 7,33, , , , , , ,A, , , , , , ,280,110
44255, 47.3, 303.0,2011-01-25T21:00:00, , , ,30.03,2,0.05,25.7, , ,36.1, , 8, 6,33, , , , , , ,A, , , , , , ,280,110
44255, 47.3, 303.0,2011-01-25T22:00:00, , , ,30.06,2,0.05,24.6, , ,36.1, ,10, 7,33, , , , , , ,A, , , , , , ,280, 90
44255, 47.3, 303.0,2011-01-25T23:00:00, , , ,30.08,2,0.06,25.2, , ,36.1, , 7, 6,33, , , , , , ,A, , , , , , ,290,100
44255, 47.3, 303.0,2011-01-26T00:00:00, , , ,30.09,2,0.06,24.6, , ,36.1, , 7, 6,33, , , , , , ,A, , , , , , ,300, 90
44255, 47.3, 303.0,2011-01-26T01:00:00, , , ,30.10,2,0.04,23.9, , ,36.1, , 8, 5,33, , , , , , ,A, , , , , , ,300, 80
44255, 47.3, 303.0,2011-01-26T02:00:00, , , ,30.10,2,0.01,24.3, , ,36.1, , 8, 5,33, , , , , , ,A, , , , , , ,290, 70
44255, 47.3, 303.0,2011-01-26T03:00:00, , , ,30.10,2,0.00,24.1, , ,36.1, , 8, 4,33, , , , , , ,A, , , , , , ,290, 60
44255, 47.3, 303.0,2011-01-26T04:00:00, , , ,30.09,7,0.00,23.7, , ,36.1, , 9, 4,33, , , , , , ,A, , , , , , ,290, 60
44255, 47.3, 303.0,2011-01-26T05:00:00, , , , , , , , , , , , , ,33, , , , , , ,A, , , , , , ,320, 50
44255, 47.3, 303.0,2011-01-26T06:00:00, , , ,30.11,2,0.01,24.1, , ,36.3, , 9, 4,33, , , , , , ,A, , , , , , ,320, 60
44255, 47.3, 303.0,2011-01-26T07:00:00, , , , , , , , , , , , , ,33, , , , , , ,A, , , , , , ,300, 40
